transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
119,16066322352327119285,1741-01-22,14,21,3588062050538632333,-7531392226371223645,0.8101532536360656,0.7266384688589227,cdiluBmqA
168,8641359688564187659,1324-09-25,15,41,427005795967478164,2172634632560600155,0.07319741576662231,0.1250716963662285,bzFnl96u
190,4105829875433793565,0439-02-06,181,144,8697942760917089932,8994377705820905841,0.24410669567919663,0.648060672330358,qimIDiKx
131,13094711238131761814,0940-02-29,24,54,-8722849402621134095,-2300979702831777981,0.044320339976755774,0.1542476660519121,dtUowFSGIQLNDRLr3m
135,11974758585717136540,0339-11-16,140,175,615377864392994038,-4279700672793335335,0.9876816257615841,0.1870838904533726,AFAfVwj76Rcdvpb0JIi
195,12202691517735962701,2695-03-25,24,222,-155986037780022722,2879828023689020699,0.36644241401643096,0.8425188128497269,d0jkfLbUOwKmKUFswx
146,503846505475168969,0000-09-17,63,184,-6530747818883306438,-7924733559332324265,0.4420104135516154,0.7426025380783687,MpvNoon6Oz3UUtN
142,2969610589154007417,2345-04-17,230,119,3421868932263399077,696768072194456531,0.6051439420148734,0.7882129688143681,kPwBnORU9
119,17133921781832930291,0801-12-09,133,82,8647906245570015622,-3723082651869056048,0.7510370965236178,0.0388560196239216,q1aok1DfDjjyNwWwWOh
144,12132137792735056904,2974-05-19,253,154,5432029548795375972,4975761080319511733,0.33144231941809066,0.012683228415626191,nXOMIWFBkLPXvnQTbUf
179,13378204482212358274,0058-08-25,64,231,6045025510811190132,4265359853142901344,0.3104282907129102,0.37936327304432194,JWMKr5Wzqg
114,6407258821778297285,2600-04-13,6,144,-8078839550499138183,-8321735945959721246,0.8630694532618773,0.8848215266081507,ubhFbJ4YuV3
105,3326564786172075571,2754-09-05,46,230,4069970092759871997,-3057851084291540811,0.7752608383016534,0.36964272754347594,N2yTCED7MlhJuXyAliQ
176,3825247413272130319,1472-01-10,54,87,-4396267092926363613,-2976506237939463613,0.309525335167229,0.21936680161840472,OOCdoWMhgoVre
106,9006852739406715443,0030-09-15,52,15,1775848749298568135,-6997281525907905377,0.9287949014898158,0.4105183901325212,tjbLMymyu
143,16449322968254885162,1436-04-05,242,133,-1871926564500846949,3268232702103492653,0.012918092744802379,0.8826989337169531,drEGthlAjkV
135,8698505725135197083,0735-01-16,190,36,3704138893385121668,-3224906785081556873,0.7183677091578606,0.5169696820063794,q7ixkDcnjM
174,17143913114527146465,2407-03-26,209,252,-2405106568365045220,4670508380318807432,0.5461661961169462,0.9791134650343053,QKa7udx8qKQS
149,9702813317903171423,2299-11-21,108,155,1746797691603141816,7719124831012399102,0.8538939221383417,0.7926892600390988,KFDlQDLpIgDhAxmwXYz
193,5577766456788864811,2782-02-04,199,160,6067926978558522549,2622076410709385251,0.36738377863635063,0.38528957243872697,Vl6StND53Z
153,15202401664467192596,0105-10-02,60,199,4976881027473393076,241020784145330073,0.5871914452754878,0.6534409969933853,YfyvGiuP3
174,11003514898994792621,2431-02-09,224,195,3935092961589412114,-5499296083686503760,0.7397845916687492,0.3789078512577635,4chrvOdmFyhO
170,17773876756102248231,1693-01-09,26,65,-1692819195130000996,8418310086525152399,0.5935169810184905,0.9221335426145068,P5Jk9528mDoSN
153,12765700962483630001,2563-05-06,146,144,5441007605399964858,-3403810610821403608,0.937575279361783,0.5955776133645386,CBanmMO2t
151,5853703676871334102,0688-01-30,207,235,2447804961560360178,-6970943407282186314,0.4433121120479596,0.11592546573220508,J3Y0K7lp5dMAJ54e
188,3454941329591743866,0532-09-13,72,79,-5148694793658188323,6727869998086227713,0.5093184001984608,0.3889136160680071,WXJfImUi06
137,13897325527179388943,1632-06-05,83,202,8324065766296624429,-986952356024799004,0.5485677342535203,0.6261550730224756,VYEqKkr7RqH
199,5012914264722602791,1650-07-24,14,120,704140305316453636,-3520054017956713868,0.8185450499138891,0.037993013385673735,lV1O7tIx8ZUDFD0Si4
110,15866569402773194258,0832-01-04,13,175,-4599003616991204835,-8560780923556596285,0.8789012288176897,0.4513810248922646,ILLT2aY3TA4SHQ2u1
190,14565892632572168755,0616-04-18,59,73,-1459637536632822341,3751509168730433028,0.6266500272734935,0.6670459071423387,KcFZJ8eKSU
104,1157312539961932474,1859-06-16,37,102,8539540322301434955,-2261948751711455802,0.5328446283710138,0.5653927743998943,6CE8isehLCl8wv
150,4595140310500139682,1860-01-11,166,118,6816854464142493959,-2987137548474496562,0.16556184920157058,0.8186960436867895,iUUacj
178,13053712186763521735,0080-09-20,157,232,-856683768073267669,7143716277154581149,0.4657739002744461,0.29984902408659997,xmths5
117,1621934146429973351,2149-11-15,153,177,8185741491448829530,-5652158833440919678,0.7567023702067532,0.5661327872463653,3K7aEiJ8gb
114,5750409379652711040,1573-04-06,171,174,-1746457264677479767,-9031756611349245793,0.8894326423979452,0.13406361484864482,cpPZLDTgvbCefOWUT
186,5695547804256014695,1669-05-12,40,239,8904445170581405718,1567627034454182093,0.12038716797135307,0.9725939491713333,mJPyc6c
171,15251889712489881733,2008-04-06,120,82,8860889381530623912,6814142081682311413,0.339475902030135,0.2581947571962079,0ojgZCg
166,5304753499645475532,1956-03-14,62,45,1789627350158770853,8817048904242841259,0.5652155890193059,0.1025514471486193,vHDzQ7Z7DXn
100,2107798629227405652,2164-12-09,78,252,-6719309032024032875,-5541189915688479948,0.5542060580989311,0.3858543419930488,VK9E4v7
115,10067443863997858150,1973-10-15,236,164,-9093419910039137261,-2756625828762923437,0.23011199818645933,0.6754967417802804,n0mk0
171,15358041711216405109,2971-01-26,235,159,762605818545587609,1240915982327090280,0.9343435643670835,0.6113226661198657,EkKW2j88rQJCPZ3S
141,5763253702703509167,0007-08-27,238,72,-2054966740877853551,9125883249329766194,0.5784331983644846,0.9818798819905391,ZY7s3Uo
162,3667486076231095668,0261-09-04,29,32,4704520308335299354,-172605582889528612,0.5152824197274981,0.3519816856257285,0RBOR6JKnQKt4k
139,8477334219234726460,0583-12-28,132,0,4031389819692556522,-6968508089167784506,0.0482016112545357,0.30316694419998513,dqriwk50cYD9Rxkg
124,11598203329150452884,2738-12-27,40,102,-1441081170811988157,6108555909279655598,0.7881355554826995,0.8192974500711766,KLKVZ
196,3784918426779796313,0459-09-22,205,172,1368535318559768543,2236108891574576614,0.5151009301407783,0.9927654171935706,n6HskYp1obPgSVaG
185,7450331233222998874,2551-01-05,204,166,5061170132427047948,-1805376663219666557,0.5766149209825695,0.05529252520366712,nfMjs3gDL0rCTE
186,18255145515466914334,2436-04-24,136,158,-698524900377320146,4095073534914498397,0.6466197141989587,0.11296842871708546,gfbji4FMp0dLs5uJwY
138,7321003347937687345,0147-08-17,172,171,2475209438317166729,3619969942701542716,0.054471090559255586,0.34133366765180095,RjM94Dd8
168,11791361410677979672,0334-10-15,22,202,1461231064850111662,-5407507617008898449,0.20025926593285936,0.4957924467136765,pWx9vo8Rp3pwLUT7aj
117,13706288875422471304,0701-05-10,111,77,-7564656227144532734,8658143871019893497,0.3643819036225232,0.19359438470948787,kUJqT18wzZpRa
140,13749405758039290779,0273-04-21,123,134,3806877333924151036,-2043101272535317427,0.9783635178274067,0.23107961889954054,ag83or4kEo65eDTHU
179,2596141201272045091,0624-08-09,34,102,-2302948933251117046,1757326515822030844,0.40426608859847757,0.8247365519726425,T4HqLMsf
105,2253941385728462454,2536-07-17,145,33,425513161579990585,8811601648863285921,0.46187071967032034,0.939245457462889,Ku9Nu2NqKMl2grEwP
171,5607092125248134301,0749-04-20,66,148,5614292937419044738,4282529035600645816,0.5469213391313595,0.25316875174674935,nG31Fp1RyRoZ0pnlFex
124,11565084312471644600,0901-09-17,212,85,6692537128647553,-6659163803610636820,0.9465466576638152,0.9938757755127744,GLSGVZTHd7ZK
144,6271147960230907372,1912-02-12,216,161,-6741487088754957453,-3790457974446966615,0.8624112310946511,0.057559286872676196,LbEIU
102,12805533443882098834,2575-03-03,175,9,-6181974527811735151,-5367177116509254550,0.41741909400416743,0.29701013021097433,tyMHoh
162,11371036271737218225,1809-11-27,97,243,8422020831063873587,8066506321051179116,0.11449792585855278,0.051135998052288634,WG5cvUMhaLh9YYWSjRe
171,5207207555417295390,2063-10-29,175,203,7654289866871755359,-2406869998615481769,0.4808227657702394,0.4349637218908129,NCxMyawf93RYR9n
184,15199230512147971510,2832-10-19,35,244,-367415550705931888,5330936807384660700,0.8424103484055702,0.5967650222710806,QYqlUWxPzb
148,16327134949755916998,1509-10-11,77,79,3074969682316571633,-3901902065673664124,0.5619268114447118,0.6429123901550902,g3AghwX
191,8564845498363343710,2069-12-23,218,49,-2368766041559944188,-814001666311851193,0.21605793679960128,0.8266203905882406,78mGUdZ0HLtk
121,16926778410758710695,1484-06-04,121,111,8742390080879067802,214467484030925247,0.6010237310075548,0.07050010957298336,Yte7FI6pN
169,5475749188656899245,1468-10-12,76,215,-960979364117959998,8726442011520864281,0.06437196235837106,0.5994555225573266,RbLTjnZe1EGOltWAnu
112,12802193171971887707,2744-11-07,160,50,-6447536089985741487,1560255466673593632,0.8399082778461281,0.0812852436500876,F5y3OZ
116,11842888815714033530,2757-06-12,224,21,4511353340580080799,5025951731803193361,0.16894595363023024,0.4692869638424373,hjd4BEcP
126,2519448174908256222,2070-04-21,177,236,3157795636526150299,4877797395205917314,0.38178096139407924,0.2359224897253518,JwCzLA
181,5557490389612889860,1374-01-16,118,158,-1863358968408348507,-6134476654957798555,0.7804947038596284,0.7923913371051028,4fZBmqkt8xQSFGzdGZ
146,16434620094616931130,2194-07-08,188,88,-7870590022152699664,2325449501544140082,0.6174141046385269,0.2924329324715591,97sYe4ZmGEXcML399
182,13025470236057871716,2780-08-09,172,121,6849794779088025148,4811346468426822003,0.9529052433087163,0.3488592617506241,RpZFHdLLOkQjO
174,15858375803299446496,2923-07-19,118,249,6557856818937760348,-5243813287167610043,0.7821926274085428,0.7924796051630181,odUroHIkkbwV
102,9637800566722570939,0751-03-09,172,27,-597315228344768786,4712521713783446658,0.7040330688311485,0.674374448018558,Rfz00JCDg
155,14792390956859612182,1885-12-02,165,6,-1416800199559147940,5189135533799087185,0.26475342163167204,0.4973872362693229,jSu9rgmQ5s9Hlt
151,261968531128187512,2474-08-08,22,222,-6356652214238057938,-7778729274685581988,0.9451389935871142,0.34484622164607537,Mmz0AwnIUE0d
160,5696377502668573545,2625-11-21,223,15,-6019856701086617956,-9148960563159926515,0.2674511299397435,0.20791024942299885,FLFfewWXjsxSm9YQFW6
199,9739013563000388700,1802-10-23,120,68,7073229032184058297,-4401873140004433255,0.16019459623202037,0.3337879834720884,xp5B0zaMwl8CHBXAZ
105,1394890184923401305,1567-01-29,56,223,-5986870875146001211,-5911971770609749444,0.5932082663752514,0.6126572040274705,qIdGY4kHns
195,17486840739182973120,0248-03-22,84,93,405999716355283551,-4034276519854208655,0.6671023706385039,0.4411246230138999,3eSt0o7K
169,15507403692995425955,1351-01-08,218,206,-8440560064273066784,-4058171767093625648,0.012027062836404423,0.5699389734529575,i2WxXyGWEOgmeQd
104,3486067959214939202,0590-10-10,240,227,-246917918062027892,-117441981341266222,0.6284628723217122,0.7352547790369605,Jn0S5aGLn3GqYTHp
143,14396654714176272225,2647-10-19,252,193,-1005722200987207032,-1856889741422630090,0.4206727209946728,0.7417796373516885,3FLnG70w0
131,12396110339328635237,0028-02-21,117,182,2580862091886967232,952865900694513214,0.4249070623673177,0.3198787510333492,kpxCnEL7ZURlG8Uox
179,11890840880213112310,1692-01-08,228,170,5290745659413929927,-6192632841625450564,0.5717903544454651,0.5239603720360418,oHwae0Tw
115,7443321673755562421,2789-01-21,199,83,-3932019981433612767,2448597901665279308,0.38253009509087665,0.46870224037712704,a9GBalMRxrSGUu2
163,12396377204507076000,2878-06-16,206,155,4377948822892170882,8302619366333959883,0.7312253635754644,0.31941225691759023,KKUTWxRfcErB99huvJR
157,5109102113193030755,0599-11-26,221,139,9058890113676286935,9022145042343987070,0.817421694672884,0.2675316125239081,z5Nkk09jnH
149,10563833743738084151,2183-07-15,61,23,3672322401014288018,-1883730546499781483,0.9818411038312905,0.9486598774222228,O9SfDlBgmsl
107,14415668221848735800,1094-09-04,64,246,-8812751177699296572,-5287067836783753906,0.6751541161943229,0.03771621742028464,OMX7fxQLh3ZT
153,6534681261854615281,0210-04-14,34,225,-2255285010115971519,-3383461429654442599,0.6622653839714938,0.3015426982023993,IF3n51sfFDkR3X
159,15044596816101358849,0370-10-09,184,143,3699029536030526459,7534790774356437776,0.8330539948201929,0.3957430942519571,z24harskMTUyinaCF
126,7482469686231140309,2326-04-27,119,123,-6469338292179314021,1923649766011343735,0.4861973027765044,0.9005517466521595,jIeEMHeTMDUu0NC
185,18355131105880172962,2544-12-18,234,87,-2152307477403076159,-8491599640672206234,0.3560473801264371,0.4961330939565355,QzStAX4Af
194,10009547182759559446,0431-03-26,218,101,-3214687616728865528,-8539432415028740320,0.06972827485318656,0.6935218493582157,9Fkru40mck7hBND
105,11388730777860508227,0043-08-17,191,125,5196601235319594903,-5931438116924568911,0.6450427722776867,0.4972992378486807,FVE1MBmhHc3OR5T2ug
136,15240279299248114198,0935-09-30,134,191,-2863121993642490644,-5334140738719152147,0.7175178966771509,0.8066199101766469,YmPEjLWMuJv
194,11810533817137348241,1450-05-10,153,59,3774065775872273166,5073820381320500849,0.8072225387556811,0.2106133564185133,YACqv56SnDmqQUl4m
127,12568713617605031651,2079-02-28,120,25,-7652582318688794614,7976392255430553218,0.4890892424723051,0.16311364228573577,Fp6oqh9Uhr5wqZ
148,2129327932054593725,2072-08-20,139,83,6755011263952378417,-9159083504905142393,0.47835482447972466,0.9542716344910676,rRaSBrfpY4i5v7c3v7H
181,7264909145810387065,1250-07-20,154,101,-7258073285570597592,2330121234897859138,0.0531223219398238,0.16269129906766122,hKR5gqw9B44inoS
134,15446143443296761019,2452-12-06,19,98,7398482108595413859,-237237564376518367,0.4551454811727703,0.8203042042813065,PGHXB3NA9S
177,4905844469978992860,1718-11-19,31,8,7747053398842209903,-7973944888817981948,0.47629239161431147,0.8021159328667469,TjA6XANK
161,2546756352004745888,1888-03-14,245,50,-1609060621865929180,-3347705040338865544,0.5930273424842718,0.1296283953950853,Jbz0PyL9XjStc6Q0HqX
199,14603508393995334328,2802-09-29,178,37,-7675242070650666782,-7796374547626419059,0.06294005731124497,0.09367392920072737,QcQnW3G
108,6698117125313833910,2250-11-28,226,141,2954401821287980611,4543546211075603752,0.7664594381478287,0.7651999362420427,QYLCK
153,9390035094025434430,2268-06-18,19,225,4458359004243594988,-3614501469242059847,0.5759875549035142,0.3124845641333104,5WB1MpYzqffFI
105,5105619804496245904,2858-11-03,199,47,2258705987892925596,3785990366914916618,0.534648636277489,0.13716344408453796,lolgWdwG
117,8245725005052909068,2037-07-16,6,19,874178511878350652,-6861712382221928112,0.026688845514449944,0.3891202684459686,krtatNM2GM
119,654131471091285496,1344-05-13,105,25,8385846698931581868,-2618759426848697386,0.030759265646502665,0.29835812381172366,bV5KdB
100,9628699845779825535,1313-09-06,168,177,6334178879727903444,7937821159581222813,0.9279544715309931,0.04446506837655717,WDuUx6nZKVmn
115,11585581000995035163,2407-11-09,50,84,-3267497739745504936,8076438366860351156,0.33713125154646784,0.8425669236723037,a4xOgc8
171,17341964394078842115,1369-10-19,96,130,-2649285980132868983,5813441634546311532,0.4247155936608713,0.9774876782329421,yaXolii9A44Spt8pW
170,10750652377016773784,2982-02-21,162,181,8393149238164941042,2549770708213207043,0.693396185087515,0.9439954708079863,MhtYhDd7xyYVM96Ie
194,4403878246879329126,0724-02-06,101,89,4438693249747228541,-2055061721469247893,0.32724168611213034,0.9488400536717178,7153DszqR8J
185,9955659344056580655,0419-12-16,241,101,4894881381282742062,5826476690017888673,0.7363262063517215,0.20992146001544332,R5FZMZCysNbQLjuNiTB
128,4716222514932314396,2130-05-03,122,27,-8208091203672770628,-4092034911196956059,0.6107624770795057,0.10395422398099086,geMzNwiQl
117,1448810727874151867,1870-09-10,171,53,-5281985090277822383,-6186334614652878332,0.28008436766060774,0.6099062253915856,OOs46S
130,3118001363600809897,0527-06-14,178,144,-2011593139703717327,-3704198976108765140,0.28005157432729044,0.15198222764618163,eNfFFzthv
176,12796356313305554595,0213-09-21,148,98,1148633548474182736,-4891954027267995216,0.8401561429498743,0.8995593337267617,Vjf1lfj2CRPOqt
126,13831808586299885950,1353-07-25,102,226,-6076024986940854552,-8985100591361927480,0.28694516585270013,0.1457708861991761,GD2GpZCxonDVAvG
182,14018856463811657275,1550-12-13,232,225,-8891109057046063539,3530648048194784119,0.6717289568756706,0.41946001572108893,GgCP61oJyR2Ws
135,16738501803965549883,0954-02-23,127,255,-4213673415418984535,-7178555693056003575,0.883557592527395,0.2259548333365955,yblGOkNnBa4Ukhp
191,14081534099384301219,0361-12-15,9,29,-5458672840524340194,467588516218587988,0.9313463868026166,0.38655265901698155,xkNCpK54ULaIm
144,4660483332137033742,1480-11-30,122,119,-4128018420697969755,2061685299421457673,0.48998062415062305,0.7936424169549469,sy3hGxeURwW5fI524kF
165,5539870346439035310,1015-10-07,118,28,-570263063041631234,7511434942689655285,0.9064332096127928,0.011716340761857569,2O6WsJWeRM9FWTQheI3
178,17191106542997192765,0373-06-08,189,251,-8395320879877969767,-4122070937510585142,0.7165482584887704,0.6096112503578515,NwrtIyLQ6QHJI
155,12787469720290369600,1148-06-12,223,148,-4197566933027998221,-1585936974309466509,0.2187312580941292,0.9703029713944634,Uwm5bm
148,3141971988892004906,1036-07-31,108,66,6348077364373682420,-2886112472617994975,0.30689819125330786,0.22150796074211265,GD6we13149X
104,7887151009818504591,2110-02-15,99,141,7090994297039074682,4615287897118096028,0.337264419978212,0.4592200092458649,Obw31uOmR0NZ4FbHA
167,1504822792296555988,0206-03-20,155,251,6559137577606118661,5485778559922681303,0.13117135894480947,0.557179795409643,eCBf4AOgr8
137,2393048086894111670,1988-04-16,173,204,-857513803497062143,7422007935723494356,0.9738560442755253,0.39580880472073166,OVNJ4O
118,8700829955650578309,0610-04-02,178,105,-2977165170503561929,4813138114522996188,0.20791443263370846,0.534874869193823,ZcBZ9SaxZCdJbZybw
120,11886423720860560341,2791-02-25,171,202,9210000481744471772,1221610440846512326,0.7024081362484127,0.7723983264041268,OPInPbFqEnhA
115,2554860170163796381,0262-10-12,37,173,3827095905391157272,8196978051647080247,0.6188234231042186,0.5820751093883159,NmO0cjQQqaU1Y1
142,1143297483575372893,2592-02-03,26,82,5696893629645684472,-5862444111520578796,0.12169611979881112,0.4661447936583957,toPD0QjBycP
107,3088765868795037962,1838-05-22,41,210,1166585265226638605,-7894055818179091271,0.8832354711102057,0.22352004526784586,QfMoXh
147,3468038048320383729,0758-09-07,220,230,-39615257686633307,-5132554863259896202,0.7876505392797513,0.6233431030627028,cY8hIkvw2HY
101,6172426585702587337,0156-05-27,11,123,645002245535211642,2433118386073554038,0.5782127245621232,0.23754636260078232,EU32fWQY
178,14254402908171620815,0356-11-16,45,162,-814012498209053392,8193109867170082722,0.3799596765993064,0.9719056715473371,cTYxBu
178,14340807662043722569,0216-09-17,92,162,3550653635780738512,1210684046668807453,0.14259171929329273,0.005686423735985602,iLbG5
150,16630165477918158540,2188-10-07,220,153,3320572834605469320,-4400789306425228700,0.6709528735926993,0.38397973804841046,kcQrsyDuyq6r
196,12366495254522944254,2145-05-02,75,241,-8489423079844935562,-8000935503632611877,0.18449686527469988,0.7330839420522558,UuIMm2cO0H2CivoAWkc
105,14110489738764789411,0899-07-25,216,49,7094066683413399632,2717118974395136246,0.020065468842055068,0.3876010010052692,6UQcIqtbsb
119,13454284532673346837,0595-10-29,98,209,8100389241560681825,2160768493434647792,0.7513144692411396,0.6258806558943387,EYMprYm
150,11776468175980603205,1271-01-12,35,122,-7557799175339965807,2136789985511161005,0.6738808448056981,0.8019843348341477,FfpCSVejuAGyxr7a
127,13580649429584705831,1101-01-16,186,70,-6073661753589487502,-2753621927463731702,0.38460859303567574,0.2514008575150576,yCPSgx4
105,13615933026226150318,2776-10-09,119,74,8431910984248075697,5369443736861746914,0.7370771437860992,0.6188586419634455,da8rpi
157,2775458851495678067,1383-12-25,124,27,3380065988855606681,-40377617500832094,0.9976515811575133,0.006804623791201725,fef2yoSca9HB
108,16053024869254121527,0473-10-21,37,42,3660579350569781872,-7467630092008213854,0.5461547091045647,0.6192905586340595,gG1S5E
150,13149600647218590910,2949-08-27,7,29,2926531795041180634,1992887449194669124,0.9379147798328905,0.40379480645074417,Mil354iW95QQRc13t
159,6210692546928259499,2015-02-17,81,214,-78270291311930949,-4031585517271052880,0.6670242931531265,0.5871084189358514,HaV7v3J
154,16879466092897327545,0124-01-21,181,54,-6427482395513247703,-9093460332223803171,0.30658448216047507,0.6077607411633438,8iCn0kEX3nP
192,4123468097135610480,0856-11-27,85,11,-9175670835436090351,-9162919997329015070,0.25141128067763874,0.464840537769575,3Oavl
181,8057903891289787055,2941-09-30,235,135,-1047022357488228372,3166854635870874705,0.9542908078864033,0.8938185539016247,B3XLYYYoUe
190,2220475113443252000,1257-06-16,242,236,-7590750635860701418,392655101132086665,0.9297304488909278,0.09683573443432536,0a6ay
127,10957291955538411824,0738-07-09,149,229,-8680913490257445312,3055954019131037688,0.7004758292624405,0.2352551374502201,gd68DT2Y5rXCc
134,11991839907640024082,0169-01-30,223,81,-1419576110122144660,-1665418662600985075,0.893144534565787,0.2495656559005215,s6eCSHr
119,10797407707634937788,2556-10-16,115,23,2078256405432630526,6737014478333168003,0.36503675957185266,0.7644981798813972,FrHnbYhs
169,16806202690265827133,1662-12-30,246,28,-139754634301350112,-75310010194984437,0.06695226680048794,0.7806215590573697,onr0ke
141,1003068606460948827,0337-08-20,213,209,-4647261099024315819,827338340335344690,0.7966115086364598,0.6439232547918838,7JJIJh2
170,9100285872503850044,2623-04-09,90,52,8082052200987801462,6012982422638190184,0.33432251044143546,0.5335857495625738,7iwdtQ3DP
164,13245633806338618487,0694-08-16,73,63,-3986355531128761726,-7321149121904711307,0.9128217100969644,0.01265223722420572,kzZJZRN
139,3740461978019185184,0171-10-12,194,6,-5636206300943344285,-1314372474077597598,0.636708586811052,0.6513984088267278,aE53aQeNzI7qrQc3C
155,388132112118225409,2266-04-05,243,51,3632971651956258563,-2064901978603751698,0.577830561574678,0.3122650352514713,snYhz
167,10555828860851057485,2326-09-14,165,178,-7588824874327265053,5543960376993601324,0.1540897753985454,0.10798296259190665,r5dy8LkG3h
177,14800779914465894176,2120-06-23,132,136,-2225683540382233415,-4827636169244775318,0.9134185484679387,0.8145549150207357,1Jsr3Wt
199,5525569227975668401,2783-01-27,113,27,131866758803658026,538899490083915150,0.6558305301749074,0.25835924293571344,UXoHgNvxI6CFhYtj
184,12265157520341246475,0904-05-26,169,185,4131919969933390173,715992299841734527,0.7133468462240119,0.9634712790590185,HYrdlijxp
119,2148464635151312427,2526-07-15,71,89,6055583107173709919,-8556892937507466859,0.4653215401679922,0.6216994009682499,a2G4LRRU5GF
167,4915812785881847183,0249-02-11,56,150,1218916171208419022,240943297531913504,0.8703819020943855,0.6991939723728078,oy0Pyq6A
110,17935204338709133784,2447-10-12,69,13,-2378061855214221482,-4505994530713131418,0.8413718102126234,0.952338620795241,E9K6Yyu6wz
188,5487113448077439095,1482-01-19,92,211,3923548604403278539,9185566729847308513,0.5380708421598541,0.9149086608079688,VF4bXiet4fCHNg
138,13069244054713573289,0906-02-25,8,131,2108447453407122408,-3545707843410670086,0.010841546876745212,0.8518765250286376,YrDPBDCGEoN
130,8267030248345551581,0911-01-01,171,20,-6458827760751761497,-3692074597642294366,0.5540212162129071,0.6141313289202557,GiOGxa
182,6996981481763599686,1235-08-05,94,60,-2981084542725308181,6788154503415362700,0.8851792042499281,0.09057258743877905,aLEiaN
179,16974011836521456249,0554-03-30,148,143,4482444234051695238,1262709498253079164,0.20618339084691095,0.5928039694950148,PyDCGYPXQEKMwicSC
169,16856035483750899758,0559-04-20,4,124,4188277911976865736,8219232618414774767,0.32202035622558833,0.3931796640425679,HdPItybk
171,6281570892382772988,2661-07-03,146,146,-3830871512862488480,-7709593119028351300,0.21509933046795982,0.10003938729972173,iK3WTIa
135,3198736731195712175,2036-04-16,221,172,7002093743557759691,1662384864488790213,0.9207181545608573,0.13006060767118455,mS4eAI0GXqy5I
116,10698641524172054477,0680-09-25,98,116,1802373983289864595,6867581301682673408,0.741316641087131,0.33325742139432246,ORuvhWHeDnvfL
145,12261337798412056371,2954-08-21,161,93,6564306835969271849,-9047098922546285621,0.9202748582442106,0.18572116526870208,sCuOauz6S
194,10817865969976346386,0793-11-16,135,20,-2772313962349394483,-6205335265319937842,0.3269741628613747,0.5522661272088145,09JXGsB3P
120,6697659164323244171,0806-07-24,197,6,-6622267764141440871,4037777854017026516,0.4375138682288763,0.9613865632281351,NNpeZhxpXbxgWUvMUML
173,1888053182479742444,1155-04-02,183,122,-7486220631085844806,-6711699902512868630,0.7665857933669611,0.48242507100268794,CTAV5DvqNhWeKgLu
